frame,filename,pass_id,t,speed,yaw_rate,sharpness,n_edge,du,dv,du_mad,dv_mad,inlier8,n_edge_other,du_other,dv_other,de_nt,geometry_ok,pass_conflict,motion_ok,sharp_ok,cls,reasons
1184,260408_122220473.jpg,20,302606.267884,3.62,0.3,818.6,9726,0.48,1.6,6.78,9.16,0.292,0,nan,nan,9.225,True,False,True,True,clean,
1185,260408_122221833.jpg,20,302607.628086,3.76,1.1,846.7,8334,-0.17,-2.78,8.92,10.96,0.271,0,nan,nan,7.925000000000001,True,False,True,True,clean,
1186,260408_122223103.jpg,20,302608.898687,3.91,0.3,712.0,6943,-0.13,-0.29,9.95,10.28,0.197,0,nan,nan,7.2250000000000005,True,False,True,True,clean,
1187,260408_122224360.jpg,20,302610.155789,3.87,0.17,622.5,6838,0.13,-3.69,8.34,10.41,0.256,0,nan,nan,7.325,True,False,True,True,clean,
1188,260408_122225709.jpg,20,302611.505276,3.66,0.53,564.5,9284,-0.46,-0.59,6.99,10.46,0.277,0,nan,nan,6.775,True,False,True,True,clean,
1189,260408_122227165.jpg,20,302612.961412,3.6,1.01,485.4,12073,-0.09,0.04,6.95,11.1,0.327,0,nan,nan,7.075,True,False,True,True,clean,
1190,260408_122228544.jpg,20,302614.340814,3.63,1.1,447.8,14148,0.08,-0.51,6.31,10.58,0.341,0,nan,nan,7.775,True,False,True,True,clean,
1191,260408_122229962.jpg,20,302615.758515,3.43,0.36,420.3,16596,0.12,-0.47,6.42,10.87,0.351,0,nan,nan,7.275,True,False,True,True,clean,
1192,260408_122231516.jpg,20,302617.312517,3.0,0.54,394.6,15732,-0.03,-2.71,6.36,13.21,0.305,0,nan,nan,6.775,True,False,True,True,clean,
1193,260408_122233758.jpg,20,302619.55522,2.42,2.18,364.2,15816,0.13,-0.53,4.96,10.16,0.401,0,nan,nan,8.425,True,False,False,True,usable,slow
1194,260408_122235984.jpg,20,302621.78122,2.64,3.52,354.1,15352,0.12,-1.94,4.46,8.97,0.329,0,nan,nan,7.625,True,False,False,True,usable,slow
1195,260408_122237616.jpg,20,302623.414422,2.78,6.77,354.0,9812,-0.16,-7.53,3.5,11.57,0.291,0,nan,nan,7.2250000000000005,False,False,False,True,reject,geometry+slow+turning
1196,260408_122239733.jpg,20,302625.531325,2.21,15.62,349.8,15309,-0.38,-0.29,5.45,11.62,0.373,0,nan,nan,7.075,True,False,False,True,usable,slow+turning
1197,260408_122241718.jpg,20,302627.516527,2.35,18.87,352.7,9154,0.45,0.9,8.81,9.22,0.277,0,nan,nan,6.125,True,False,False,True,usable,slow+turning
1198,260408_122243313.jpg,20,302629.111729,2.9,11.22,361.6,7708,0.01,1.66,6.56,9.53,0.335,0,nan,nan,6.875,True,False,False,True,usable,slow+turning
1199,260408_122244961.jpg,20,302630.759731,3.03,2.84,389.1,4838,0.24,-9.07,8.21,10.87,0.154,0,nan,nan,7.2250000000000005,False,False,True,True,reject,geometry
1200,260408_122246682.jpg,20,302632.481528,2.9,2.29,405.7,7982,0.69,-3.56,5.72,9.95,0.325,0,nan,nan,7.2250000000000005,True,False,False,True,usable,slow
1201,260408_122248498.jpg,20,302634.297531,2.63,3.15,426.7,5091,-0.07,1.8,6.44,10.38,0.267,0,nan,nan,7.125,True,False,False,True,usable,slow
1202,260408_122251309.jpg,20,302637.108634,1.79,13.3,449.4,4157,-0.4,2.98,10.85,13.51,0.164,0,nan,nan,7.9750000000000005,True,False,False,True,usable,slow+turning
1203,260408_122254022.jpg,20,302639.822465,2.41,18.05,437.3,4661,-0.08,-3.6,6.37,10.48,0.32,0,nan,nan,5.775,True,False,False,True,usable,slow+turning
1204,260408_122255608.jpg,20,302641.409012,3.02,9.52,487.8,2940,-0.35,0.21,6.47,11.99,0.236,0,nan,nan,5.925000000000001,True,False,False,True,usable,turning
1205,260408_122257297.jpg,20,302643.098214,2.9,2.4,532.3,3253,-0.07,-2.53,8.38,9.39,0.28,0,nan,nan,5.9750000000000005,True,False,False,True,usable,slow
1206,260408_122259227.jpg,20,302645.028266,2.62,1.1,599.7,4727,0.07,-4.24,5.95,12.46,0.25,0,nan,nan,7.025,True,False,False,True,usable,slow
1207,260408_122301200.jpg,20,302647.001241,2.65,3.76,745.6,5121,1.11,2.05,9.42,10.85,0.237,0,nan,nan,6.925000000000001,True,False,False,True,usable,slow
1208,260408_122303015.jpg,20,302648.817144,2.84,2.16,939.3,2683,0.34,1.71,6.34,9.61,0.143,0,nan,nan,7.125,True,False,False,True,usable,slow
1209,260408_122304654.jpg,20,302650.456674,3.27,5.79,911.3,2440,0.24,5.16,4.8,14.22,0.092,0,nan,nan,6.825,True,False,False,True,usable,turning
1210,260408_122306003.jpg,20,302651.805776,3.77,5.2,924.5,4940,0.15,-14.6,5.48,15.44,0.141,0,nan,nan,6.925000000000001,False,False,False,True,reject,geometry+turning
1211,260408_122307232.jpg,20,302653.034777,3.8,1.89,880.6,4263,0.44,-7.22,7.4,15.53,0.194,0,nan,nan,6.7250000000000005,False,False,True,True,reject,geometry
1212,260408_122308729.jpg,20,302654.532079,3.37,3.08,867.7,4926,0.04,-0.52,5.23,10.14,0.397,0,nan,nan,6.775,True,False,True,True,clean,
1213,260408_122310292.jpg,20,302656.095281,3.28,0.22,859.1,6125,-0.78,-1.06,8.31,12.58,0.284,0,nan,nan,7.2250000000000005,True,False,True,True,clean,
1214,260408_122311690.jpg,20,302657.493438,3.6,8.06,909.8,4105,-2.49,-2.59,10.97,11.77,0.124,0,nan,nan,7.9750000000000005,True,False,False,True,usable,turning
1215,260408_122312957.jpg,20,302658.760467,4.02,12.0,832.9,7462,-0.12,-1.19,7.51,13.97,0.19,0,nan,nan,10.225000000000001,True,False,False,True,usable,turning
1216,260408_122314115.jpg,20,302659.919068,4.46,7.89,694.3,6051,0.82,-2.78,8.06,11.13,0.213,0,nan,nan,10.175,True,False,False,True,usable,turning
1217,260408_122315173.jpg,20,302660.97687,4.66,3.38,656.8,6017,-0.01,0.56,8.75,11.31,0.214,0,nan,nan,11.275,True,False,True,True,clean,
1218,260408_122316241.jpg,20,302662.045471,4.58,1.0,644.2,5450,-0.67,-2.77,9.39,10.97,0.146,0,nan,nan,10.375,True,False,True,True,clean,
1219,260408_122317390.jpg,20,302663.193872,4.32,0.15,688.3,7062,-0.18,-2.58,6.59,10.05,0.243,0,nan,nan,7.675000000000001,True,False,True,True,clean,
1220,260408_122318664.jpg,20,302664.468474,4.08,0.33,702.9,8867,0.0,-0.15,8.13,7.88,0.283,2914,0.06,-0.41,8.725,True,False,True,True,clean,
1221,260408_122319897.jpg,20,302665.701975,4.01,1.59,718.0,11700,-0.26,1.03,6.29,10.71,0.322,1902,-0.36,-0.37,10.925,True,False,True,True,clean,
1222,260408_122321169.jpg,20,302666.973977,3.89,1.33,659.5,8742,1.22,2.31,7.86,10.21,0.295,2161,0.44,-2.95,9.125,True,False,True,True,clean,
1223,260408_122322480.jpg,20,302668.285179,3.57,0.2,682.8,9225,0.29,-0.2,6.56,6.87,0.464,3282,-0.06,-1.0,10.325000000000001,True,False,True,True,clean,
1224,260408_122323989.jpg,20,302669.79378,3.26,0.57,701.5,7048,-0.48,0.1,10.35,10.86,0.193,7853,-1.02,1.55,9.425,True,False,True,True,clean,
1225,260408_122325569.jpg,20,302671.374882,3.06,1.14,681.7,10832,-1.17,0.27,8.59,8.83,0.338,6902,-0.25,-1.42,8.225,True,False,True,True,clean,
1226,260408_122327239.jpg,20,302673.044584,2.89,0.67,654.8,8810,-0.58,0.23,6.85,12.27,0.257,9724,-0.02,-0.51,6.625,True,False,False,True,usable,slow
1227,260408_122329158.jpg,20,302674.963787,2.51,7.37,602.7,14152,-0.25,-0.37,8.09,8.93,0.339,14509,0.07,-1.96,6.125,True,False,False,True,usable,slow+turning
1228,260408_122331898.jpg,20,302677.70449,1.88,12.32,552.9,13152,0.11,0.4,7.41,10.37,0.326,15254,0.07,-2.66,10.325000000000001,True,False,False,True,usable,slow+turning
1229,260408_122334161.jpg,20,302679.968333,2.17,11.6,480.5,12766,-0.06,0.87,9.23,10.07,0.288,13668,-0.31,0.03,9.075000000000001,True,False,False,True,usable,slow+turning
1230,260408_122336073.jpg,20,302681.880636,3.07,5.33,425.4,11189,0.71,-0.68,8.32,10.17,0.278,12242,0.01,-0.49,5.175000000000001,True,False,False,True,usable,turning
1231,260408_122337585.jpg,20,302683.392737,3.66,0.29,441.3,11573,-0.85,-0.23,8.13,12.21,0.28,12081,-0.0,-0.37,5.675000000000001,True,False,True,True,clean,
1232,260408_122338919.jpg,20,302684.726639,3.63,3.01,448.1,11478,0.16,-0.03,7.92,13.09,0.244,10317,0.08,-0.21,8.625,True,False,True,True,clean,
1233,260408_122340486.jpg,20,302686.294141,3.44,4.53,432.6,10882,-0.49,0.93,8.38,11.4,0.241,8459,-0.26,0.08,11.075000000000001,True,False,True,True,clean,
1234,260408_122404662.jpg,21,302710.473171,2.58,4.83,579.0,5125,-0.31,3.12,7.06,9.5,0.339,9059,-0.38,0.41,8.375,True,False,False,True,usable,slow
1235,260408_122406281.jpg,21,302712.092865,3.08,1.46,577.7,4212,-0.06,0.22,8.42,12.61,0.244,8675,-0.53,0.35,6.4750000000000005,True,False,True,True,clean,
1236,260408_122407740.jpg,21,302713.551867,3.44,3.78,518.1,5895,-0.49,-0.5,8.31,10.62,0.249,11977,0.37,0.59,5.825,True,False,True,True,clean,
1237,260408_122409304.jpg,21,302715.116669,3.15,12.5,502.2,7402,-0.22,1.23,8.27,8.7,0.266,12098,-0.47,1.07,9.625,True,False,False,True,usable,turning
1238,260408_122410873.jpg,21,302716.685171,3.18,22.36,473.5,8973,0.11,0.1,7.16,8.21,0.39,14549,0.45,-1.38,6.025,True,False,False,True,usable,turning
1239,260408_122412239.jpg,21,302718.051872,3.7,18.48,478.6,6561,0.25,-0.91,8.97,11.74,0.249,20659,-0.73,-0.09,6.775,True,False,False,True,usable,turning
1240,260408_122413457.jpg,21,302719.270074,4.14,3.77,530.1,6330,-0.01,0.13,9.84,11.05,0.24,15825,-0.28,0.03,6.075,True,False,True,True,clean,
1241,260408_122414643.jpg,21,302720.455775,4.18,3.64,536.6,5740,-0.36,-0.33,7.82,10.84,0.234,14166,-0.13,-1.25,7.4750000000000005,True,False,True,True,clean,
1242,260408_122415896.jpg,21,302721.709477,3.94,2.02,479.7,6895,0.22,-1.22,8.0,9.35,0.301,12848,-0.11,0.64,5.775,True,False,True,True,clean,
1243,260408_122417307.jpg,21,302723.120979,3.39,0.11,458.5,9250,-0.06,-0.95,7.08,9.13,0.323,13762,-0.16,-0.41,6.925000000000001,True,False,True,True,clean,
1244,260408_122419533.jpg,21,302725.347382,2.88,0.13,456.7,13909,-0.14,-0.45,6.98,9.62,0.326,12282,-0.12,-0.15,11.075000000000001,True,False,False,True,usable,slow
1245,260408_122452859.jpg,22,302758.677734,2.16,0.47,622.0,4650,-0.22,0.55,6.89,12.03,0.195,13029,-0.29,1.26,10.625,True,False,False,True,usable,slow
1246,260408_122455220.jpg,22,302761.039637,2.11,2.23,806.3,4013,-0.33,2.62,9.33,11.72,0.153,13937,-0.72,0.7,8.375,True,False,False,True,usable,slow
1247,260408_122457780.jpg,22,302763.60004,1.81,13.53,628.7,6503,0.15,0.83,6.04,12.08,0.264,10742,-0.08,0.08,10.975000000000001,True,False,False,True,usable,slow+turning
1248,260408_122500176.jpg,22,302765.996437,2.01,18.45,618.8,6866,-0.15,1.47,8.06,10.37,0.27,9727,-0.31,0.19,13.325000000000001,True,False,False,True,usable,slow+turning
1249,260408_122502135.jpg,22,302767.955629,2.61,6.85,517.8,6037,0.07,-0.19,8.28,10.3,0.338,8740,0.41,-0.14,6.625,True,False,False,True,usable,slow+turning
1250,260408_122503871.jpg,22,302769.691831,2.83,0.06,483.9,5786,0.43,-0.22,8.3,10.73,0.323,7252,-0.86,0.23,9.175,True,False,False,True,usable,slow
1251,260408_122525348.jpg,23,302791.172563,2.13,3.73,398.1,4033,0.34,-0.76,7.81,9.51,0.196,4264,-0.46,2.28,7.375,True,False,False,True,usable,slow
1252,260408_122527263.jpg,23,302793.087265,2.35,1.47,411.5,4318,-0.15,-0.47,6.79,8.31,0.282,3932,0.44,0.2,5.4750000000000005,True,False,False,True,usable,slow
1253,260408_122529336.jpg,23,302795.160967,2.22,19.2,386.3,4100,0.4,4.21,8.46,13.81,0.208,3631,-0.05,0.03,6.325,True,False,False,True,usable,slow+turning
1254,260408_122531179.jpg,23,302797.004444,2.86,28.84,287.7,5953,-0.17,0.26,6.52,9.91,0.381,4623,0.41,-0.57,7.075,True,False,False,True,usable,slow+turning
1255,260408_122532416.jpg,23,302798.241635,4.27,12.45,299.2,6232,0.18,1.54,6.67,11.93,0.325,6743,-0.24,0.39,7.175000000000001,True,False,False,True,usable,turning
1256,260408_122533413.jpg,23,302799.238336,5.41,0.85,309.6,5304,0.26,-0.3,6.48,12.32,0.273,8128,-0.57,-2.68,6.275,True,False,True,True,clean,
1257,260408_122534232.jpg,23,302800.057637,6.27,0.46,381.3,10648,-0.11,1.0,6.77,6.79,0.447,9484,-0.19,1.28,5.525,True,False,True,True,clean,
1258,260408_122534969.jpg,23,302800.795238,6.82,0.51,449.6,14745,-0.52,-1.3,5.58,8.4,0.529,13427,-0.65,-0.43,5.675000000000001,True,False,True,True,clean,
1259,260408_122535682.jpg,23,302801.507839,6.94,0.44,522.9,13198,0.05,-0.69,5.07,11.67,0.352,12424,0.72,-0.01,4.775,True,False,True,True,clean,
1260,260408_122536409.jpg,23,302802.23524,6.86,0.23,518.4,10139,-3.51,-3.41,10.22,11.61,0.221,9216,0.19,-1.46,4.675,True,False,True,True,clean,
1261,260408_122537136.jpg,23,302802.962641,6.85,0.36,563.5,9419,0.12,-0.95,10.0,12.77,0.207,5611,0.13,0.04,6.4750000000000005,True,False,True,True,clean,
1262,260408_122537864.jpg,23,302803.690042,6.88,0.26,531.7,9115,0.11,-0.54,5.14,8.36,0.33,3671,0.26,-0.7,4.425,True,False,True,True,clean,
1263,260408_122538591.jpg,23,302804.417443,6.9,0.01,378.3,7343,0.83,-2.66,4.95,11.44,0.272,3076,0.46,0.35,5.4750000000000005,True,False,True,True,clean,
1264,260408_122539318.jpg,23,302805.144843,6.91,0.26,327.3,7269,0.66,-2.69,6.36,11.75,0.256,0,nan,nan,5.575,True,False,True,True,clean,
1265,260408_122540046.jpg,23,302805.872244,6.87,0.59,386.3,6032,-0.2,1.96,5.12,8.08,0.274,0,nan,nan,5.075,True,False,True,True,clean,
1266,260408_122540773.jpg,23,302806.599645,6.75,0.13,550.2,7305,-0.06,3.22,7.2,10.88,0.31,0,nan,nan,4.275,True,False,True,True,clean,
1267,260408_122541523.jpg,23,302807.349746,6.58,0.27,555.0,6266,-0.65,4.19,8.42,12.38,0.176,0,nan,nan,4.9750000000000005,True,False,True,True,clean,
1268,260408_122542299.jpg,23,302808.126247,6.42,0.16,505.8,6448,0.57,3.02,4.46,9.56,0.341,0,nan,nan,6.575,True,False,True,True,clean,
1269,260408_122543092.jpg,23,302808.918748,6.29,0.19,443.3,8238,-0.34,3.11,5.47,8.2,0.422,0,nan,nan,7.025,True,False,True,True,clean,
1270,260408_122543894.jpg,23,302809.721349,6.17,0.53,439.7,6275,-1.42,-0.08,11.73,11.2,0.221,0,nan,nan,6.925000000000001,True,False,True,True,clean,
1271,260408_122544708.jpg,23,302810.53525,5.98,1.37,528.0,7630,-0.15,2.13,8.05,10.18,0.277,0,nan,nan,6.7250000000000005,True,False,True,True,clean,
1272,260408_122545576.jpg,23,302811.403051,5.55,1.5,477.7,3848,0.22,-0.03,10.79,14.27,0.135,0,nan,nan,5.9750000000000005,True,False,True,True,clean,
1273,260408_122546592.jpg,23,302812.419352,4.75,0.06,324.5,6199,-3.15,-0.9,9.33,7.56,0.3,0,nan,nan,7.375,True,False,True,True,clean,
1274,260408_122547962.jpg,23,302813.790254,3.68,2.55,297.4,8148,0.77,0.77,8.68,12.82,0.28,0,nan,nan,8.125,True,False,True,True,clean,
1275,260408_122549620.jpg,23,302815.448256,3.04,4.41,298.2,6893,-0.84,0.22,8.71,9.79,0.206,0,nan,nan,6.525,True,False,True,True,clean,
1276,260408_122551333.jpg,23,302817.161758,2.85,10.36,425.1,7860,0.15,-0.72,6.89,10.06,0.289,0,nan,nan,6.625,True,False,False,True,usable,slow+turning
1277,260408_122553084.jpg,23,302818.91286,2.88,14.89,584.2,5087,-0.11,-0.4,8.95,10.87,0.203,0,nan,nan,7.875,True,False,False,True,usable,slow+turning
1278,260408_122554623.jpg,23,302820.452082,3.22,9.24,901.4,1087,-1.42,-2.29,8.04,10.97,0.15,0,nan,nan,8.825000000000001,True,False,False,True,usable,turning
1279,260408_122556031.jpg,23,302821.860031,3.65,3.28,971.8,1323,-2.62,0.64,8.0,8.75,0.341,0,nan,nan,6.125,True,False,True,True,clean,
1280,260408_122557376.jpg,23,302823.205032,4.14,1.63,783.4,889,1.76,1.0,10.98,14.85,0.104,0,nan,nan,7.275,True,False,True,True,clean,
1281,260408_122558484.jpg,23,302824.313334,4.41,0.41,664.0,1121,4.21,-2.42,10.92,10.46,0.124,0,nan,nan,5.825,True,False,True,True,clean,
1282,260408_122559569.jpg,23,302825.398435,4.59,0.37,733.2,3356,-0.28,-0.02,10.06,8.5,0.27,0,nan,nan,7.2250000000000005,True,False,True,True,clean,
1283,260408_122600626.jpg,23,302826.455736,4.63,0.74,809.9,2735,0.08,0.77,8.06,10.37,0.149,0,nan,nan,7.2250000000000005,True,False,True,True,clean,
1284,260408_122601714.jpg,23,302827.543938,4.46,0.9,952.7,3214,0.19,0.54,7.24,10.23,0.131,0,nan,nan,6.925000000000001,True,False,True,True,clean,
1285,260408_122602916.jpg,23,302828.746539,4.08,0.58,959.0,4458,-1.02,0.01,8.17,10.13,0.161,0,nan,nan,7.075,True,False,True,True,clean,
1286,260408_122604247.jpg,23,302830.077778,3.81,0.24,775.1,5516,0.5,-0.8,7.34,10.39,0.259,0,nan,nan,6.875,True,False,True,True,clean,
1287,260408_122605563.jpg,23,302831.39358,3.67,0.9,771.3,3406,-0.72,-0.39,7.32,9.22,0.234,0,nan,nan,6.4750000000000005,True,False,True,True,clean,
1288,260408_122607043.jpg,23,302832.873881,3.27,0.72,850.1,2894,0.21,-0.31,9.77,9.8,0.233,0,nan,nan,7.175000000000001,True,False,True,True,clean,
1289,260408_122609176.jpg,23,302835.006784,2.47,1.29,985.3,1666,0.1,0.38,9.97,5.42,0.192,0,nan,nan,6.325,True,False,False,True,usable,slow
1290,260408_122612065.jpg,23,302837.897088,2.11,0.07,947.0,956,-0.1,-3.38,10.41,15.73,0.038,808,-0.75,-0.25,6.325,False,False,False,True,reject,geometry+slow
1291,260408_122613956.jpg,23,302839.78749,2.75,0.08,1110.7,1864,0.92,-3.05,6.68,8.84,0.108,1208,-0.34,0.46,5.575,True,False,False,True,usable,slow
1292,260408_122615392.jpg,23,302841.224153,3.62,1.13,1123.9,1788,0.12,-0.12,8.35,8.63,0.101,1166,-0.13,1.86,5.425000000000001,True,False,True,True,clean,
1293,260408_122616551.jpg,23,302842.38313,4.3,1.47,767.5,4095,-0.67,-0.41,10.05,11.93,0.12,7284,0.3,-1.55,5.125,True,False,True,True,clean,
1294,260408_122617652.jpg,23,302843.484732,4.7,0.49,593.5,5570,-0.32,-0.26,8.34,11.46,0.226,7105,-0.56,-2.32,5.2250000000000005,True,False,True,True,clean,
1295,260408_122618710.jpg,23,302844.543133,4.36,0.28,649.0,4045,-0.13,-1.95,8.71,9.47,0.175,6488,1.06,-2.97,6.325,True,False,True,True,clean,
1296,260408_122620275.jpg,23,302846.107735,3.27,1.4,925.6,3473,-0.16,0.09,8.72,11.46,0.124,3709,-0.64,0.12,6.775,True,False,True,True,clean,
1297,260408_122622073.jpg,23,302847.906037,2.67,2.43,1044.5,1435,-0.18,-7.55,8.8,17.56,0.031,979,0.72,1.19,7.625,False,False,False,True,reject,geometry+slow
1298,260408_122624133.jpg,23,302849.966634,2.46,1.96,844.3,1960,-0.33,-3.83,7.93,12.33,0.153,1891,-0.52,-3.46,8.775,True,False,False,True,usable,slow
1299,260408_122626166.jpg,23,302851.999537,2.39,1.62,771.2,1960,-0.29,-0.86,9.71,13.19,0.23,1202,0.39,0.93,9.225,True,False,False,True,usable,slow
1300,260408_122656026.jpg,24,302881.864543,1.22,13.82,854.1,1823,0.46,-0.45,4.32,5.98,0.299,1240,0.17,1.27,10.275,True,False,False,True,usable,slow+turning
1301,260408_122659267.jpg,24,302885.105847,1.74,14.12,810.6,2602,-2.07,-0.87,10.66,9.22,0.247,2714,-0.65,1.06,8.975,True,False,False,True,usable,slow+turning
1302,260408_122701358.jpg,24,302887.197049,2.55,11.19,816.7,2753,0.21,-1.46,7.28,14.14,0.233,3368,-0.0,0.56,7.525,True,False,False,True,usable,slow+turning
1303,260408_122703035.jpg,24,302888.874551,3.09,6.02,696.3,2472,0.44,-0.6,9.78,14.06,0.133,2322,0.07,0.36,6.275,True,False,False,True,usable,turning
1304,260408_122704504.jpg,24,302890.343853,3.53,3.72,602.2,4358,0.65,-0.58,9.92,12.2,0.156,5708,-0.99,-0.35,6.425000000000001,True,False,True,True,clean,
1305,260408_122705752.jpg,24,302891.592455,4.01,0.88,572.2,6970,0.01,-0.57,9.78,9.29,0.207,8983,0.26,0.26,6.575,True,False,True,True,clean,
1306,260408_122706893.jpg,24,302892.733656,4.34,0.07,638.7,8158,-2.17,-0.37,8.19,10.88,0.207,10106,-0.52,0.31,6.875,True,False,True,True,clean,
1307,260408_122708021.jpg,24,302893.861557,4.26,0.21,737.5,5338,-1.6,1.33,9.33,12.66,0.155,7716,0.64,0.81,7.9750000000000005,True,False,True,True,clean,
1308,260408_122709338.jpg,24,302895.178259,3.81,0.32,1057.7,3616,-0.08,0.52,4.61,5.57,0.273,4606,1.26,0.88,9.125,True,False,True,True,clean,
1309,260408_122710786.jpg,24,302896.627061,3.38,1.67,1105.2,916,4.28,-0.47,5.75,6.78,0.324,53,-0.97,-11.72,8.825000000000001,True,False,True,True,clean,
1310,260408_122712312.jpg,24,302898.153063,3.38,1.47,899.1,862,0.13,-0.77,5.92,8.45,0.464,0,nan,nan,8.175,True,False,True,True,clean,
1311,260408_122713620.jpg,24,302899.460894,3.85,1.34,768.9,622,-4.36,-0.67,11.66,12.7,0.074,0,nan,nan,8.425,False,False,True,True,reject,geometry
1312,260408_122714789.jpg,24,302900.630495,4.28,2.88,653.5,1253,1.73,4.05,9.14,11.62,0.176,0,nan,nan,7.375,True,False,True,True,clean,
1313,260408_122715895.jpg,24,302901.737192,4.48,2.18,591.4,2252,0.42,-0.91,8.31,11.09,0.23,0,nan,nan,6.625,True,False,True,True,clean,
1314,260408_122716971.jpg,24,302902.812994,4.51,0.86,544.8,2736,-0.39,-0.62,11.39,11.25,0.178,0,nan,nan,6.425000000000001,True,False,True,True,clean,
1315,260408_122718090.jpg,24,302903.931595,4.45,0.01,537.5,3153,-0.45,-0.27,7.06,12.46,0.252,0,nan,nan,6.675000000000001,True,False,True,True,clean,
1316,260408_122719205.jpg,24,302905.047696,4.48,0.27,514.0,3193,-0.23,0.27,8.79,14.76,0.181,0,nan,nan,6.675000000000001,True,False,True,True,clean,
1317,260408_122720258.jpg,24,302906.099998,4.6,0.32,483.4,2800,-0.87,0.51,9.46,9.57,0.235,0,nan,nan,6.675000000000001,True,False,True,True,clean,
1318,260408_122721333.jpg,24,302907.175699,4.62,1.5,435.1,3121,0.89,-0.17,9.82,11.87,0.206,0,nan,nan,6.275,True,False,True,True,clean,
1319,260408_122722422.jpg,24,302908.2643,4.39,1.81,408.2,1421,-0.79,-0.03,7.63,12.85,0.218,0,nan,nan,6.075,True,False,True,True,clean,
1320,260408_122723662.jpg,24,302909.504802,3.89,1.96,402.7,1426,0.02,-0.82,9.23,9.59,0.324,0,nan,nan,6.4750000000000005,True,False,True,True,clean,
1321,260408_122725072.jpg,24,302910.915204,3.64,1.66,429.4,1586,-0.83,-0.32,7.7,6.93,0.448,0,nan,nan,6.675000000000001,True,False,True,True,clean,
1322,260408_122726376.jpg,24,302912.219805,3.87,1.3,431.5,3072,-0.35,1.05,10.47,8.75,0.281,0,nan,nan,6.4750000000000005,True,False,True,True,clean,
1323,260408_122727531.jpg,24,302913.374207,4.17,1.27,436.8,2855,-0.21,3.4,10.0,8.72,0.282,0,nan,nan,6.575,True,False,True,True,clean,
1324,260408_122728685.jpg,24,302914.528908,4.38,1.49,435.5,4264,-0.44,-0.23,8.63,11.03,0.243,0,nan,nan,6.275,True,False,True,True,clean,
1325,260408_122729880.jpg,24,302915.72441,4.17,1.31,428.6,4722,-0.16,0.47,8.48,10.09,0.26,0,nan,nan,6.075,True,False,True,True,clean,
1326,260408_122731280.jpg,24,302917.124111,3.71,1.14,444.3,5141,0.52,5.68,9.07,9.18,0.246,0,nan,nan,6.825,True,False,True,True,clean,
1327,260408_122732603.jpg,24,302918.447713,3.7,0.75,463.5,4846,2.09,-0.53,7.32,9.73,0.335,0,nan,nan,6.9750000000000005,True,False,True,True,clean,
1328,260408_122733966.jpg,24,302919.810415,3.68,0.26,466.8,4293,1.79,-0.35,9.27,7.76,0.303,0,nan,nan,6.675000000000001,True,False,True,True,clean,
1329,260408_122735383.jpg,24,302921.227924,3.49,0.92,528.6,4545,-0.03,-0.05,5.66,7.61,0.462,0,nan,nan,6.775,True,False,True,True,clean,
1330,260408_122736833.jpg,24,302922.677725,3.53,3.94,619.5,1074,-2.66,-0.38,8.84,8.58,0.4,0,nan,nan,6.825,True,False,True,True,clean,
1331,260408_122738159.jpg,24,302924.003727,3.84,1.53,514.6,2201,-0.24,-0.2,7.13,8.84,0.349,0,nan,nan,6.175000000000001,True,False,True,True,clean,
1332,260408_122739391.jpg,24,302925.236128,3.98,2.61,401.7,2653,-0.46,0.29,9.14,10.07,0.221,0,nan,nan,5.525,True,False,True,True,clean,
1333,260408_122740714.jpg,24,302926.55993,3.7,1.33,373.1,2932,0.27,1.92,7.13,9.67,0.274,0,nan,nan,5.575,True,False,True,True,clean,
1334,260408_122742339.jpg,24,302928.184632,3.1,0.96,372.7,3430,0.29,0.68,6.44,11.12,0.226,0,nan,nan,6.025,True,False,True,True,clean,
1335,260408_122744331.jpg,24,302930.177335,2.73,1.37,386.2,3110,0.15,-4.05,7.09,12.4,0.221,0,nan,nan,6.2250000000000005,True,False,False,True,usable,slow
1336,260408_122915543.jpg,25,303021.403646,3.76,3.81,836.8,644,0.02,2.76,5.3,13.4,0.104,0,nan,nan,7.375,True,False,True,True,clean,
1337,260408_122917032.jpg,25,303022.892403,4.25,1.32,856.5,251,0.6,-11.0,11.01,10.84,0.012,0,nan,nan,5.075,False,False,True,True,unverified,few_edges
1338,260408_122918172.jpg,25,303024.032874,4.89,1.72,739.9,1956,-0.33,-0.36,6.08,8.58,0.175,0,nan,nan,5.075,True,False,True,True,clean,
1339,260408_122919125.jpg,25,303024.985775,5.02,0.08,610.1,2100,3.56,-1.28,8.8,11.66,0.12,0,nan,nan,4.675,True,False,True,True,clean,
1340,260408_122920216.jpg,25,303026.076977,4.6,0.57,581.8,2757,-0.38,-4.42,9.47,11.75,0.157,0,nan,nan,4.825,True,False,True,True,clean,
1341,260408_122921510.jpg,25,303027.371278,3.84,0.14,932.9,2685,0.76,-0.24,11.33,12.46,0.086,0,nan,nan,5.9750000000000005,True,False,True,True,clean,
1342,260408_122923098.jpg,25,303028.95958,3.16,0.62,1113.9,1652,0.28,-1.19,10.08,10.19,0.087,0,nan,nan,4.9750000000000005,True,False,True,True,clean,
1343,260408_122924832.jpg,25,303030.694082,2.82,0.95,950.5,1521,-0.43,2.35,12.79,12.19,0.063,0,nan,nan,5.825,False,False,False,True,reject,geometry+slow
